iter	RMSE
137	14.94774688
138	14.82055171
139	14.70514848
140	14.58769619
141	14.47125862
142	14.39775083
143	14.28438191
144	14.23762307
145	14.17894952
146	14.1562451
147	14.0350062
148	13.96377441
149	13.86611377
150	13.76897672
151	13.65464604
152	13.5773236
153	13.52726106
154	13.50286435
155	13.47695911
156	13.41463939
157	13.39134539
158	13.31556995
159	13.21729124
160	13.18067255
161	13.16081123
162	13.14127139
163	13.07387161
164	13.0200426
165	12.91810306
166	12.89935869
167	12.8809137
168	12.82201434
169	12.7292496
170	12.67089232
171	12.64281659
172	12.60564281
173	12.5297098
174	12.48635698
175	12.44019611
176	12.41378582
177	12.34336359
178	12.25456098
179	12.21835271
180	12.17390816
181	12.11345115
182	12.08719666
183	12.07158027
184	12.0408871
185	11.9970326
186	11.92505837
187	11.87854987
188	11.85468007
189	11.77399873
190	11.7433594
191	11.70550882
192	11.66416731
193	11.62765326
194	11.54735995
195	11.48703267
196	11.41148937
197	11.33448719
198	11.30217324
199	11.26678612
200	11.20434166
201	11.14270872
202	11.07964908
203	11.05532542
204	10.97944237
205	10.94950612
206	10.88553584
207	10.85762684
208	10.84593137
209	10.80413364
210	10.76843585
211	10.73500181
212	10.70062557
213	10.66052282
214	10.6363484
215	10.57099446
216	10.53686648
217	10.47867402
218	10.47784636
219	10.41968704
220	10.37827741
221	10.32940352
222	10.30387061
223	10.27613994
224	10.24989546
225	10.23299855
226	10.20596255
227	10.19435416
228	10.17480799
229	10.16362778
230	10.13511535
231	10.0741781
232	10.03151945
233	9.987034056
234	9.96653553
235	9.916436067
236	9.89138188
237	9.830374853
238	9.791308994
239	9.7732257
240	9.74604427
241	9.70880382
242	9.664579345
243	9.655825288
244	9.620125602
245	9.591594795
246	9.57858261
247	9.534782303
248	9.519504161
249	9.48862949
250	9.472557757
251	9.458013356
252	9.437423234
253	9.381398496
254	9.360019578
255	9.331952001
256	9.314747467
257	9.285302243
258	9.265536455
259	9.259603571
260	9.234977794
261	9.212011907
262	9.158754757
263	9.123410697
264	9.108337842
265	9.093707753
266	9.042278998
267	9.02006506
268	9.014914379
269	8.976781724
270	8.963346025
271	8.949992259
272	8.936834729
273	8.911210157
274	8.871789726
275	8.843510771
276	8.829214701
277	8.808518074
278	8.780968453
279	8.751226858
280	8.737681691
281	8.700232979
282	8.662977906
283	8.628959641
284	8.614079148
285	8.577146587
286	8.555137019
287	8.542199276
288	8.51442144
289	8.494445478
290	8.47815158
291	8.467021267
292	8.447595084
293	8.432783506
294	8.413778859
295	8.407521096
296	8.39335739
297	8.37317911
298	8.36025312
299	8.328587189
300	8.320562943
301	8.302666377
302	8.290404638
303	8.274685326
304	8.240840032
305	8.228771985
306	8.214518697
307	8.209750234
308	8.179434325
309	8.162461959
310	8.131920874
311	8.111993333
312	8.106192531
313	8.093446759
314	8.080807091
315	8.050912513
316	8.038882237
317	8.02911015
318	8.024665312
319	8.011880807
320	8.003605982
321	7.993112535
322	7.958980347
323	7.945881468
324	7.933238074
325	7.917885405
326	7.910924918
327	7.906301868
328	7.901957629
329	7.886986065
330	7.878436031
331	7.865909965
332	7.862609535
333	7.84803225
334	7.833708666
335	7.824852092
336	7.792749926
337	7.751791544
338	7.740468763
339	7.709248129
340	7.701803025
341	7.672923122
342	7.642664351
343	7.628581882
344	7.617766648
345	7.606461355
346	7.598373291
347	7.587982602
348	7.563859158
349	7.545974435
350	7.541622145
351	7.523960342
352	7.51403958
353	7.500458651
354	7.497527477
355	7.494037327
356	7.480608028
357	7.468105042
358	7.45581408
359	7.448488526
360	7.435628953
361	7.428430524
362	7.414596415
363	7.398333223
364	7.388977486
365	7.385932383
366	7.378920345
367	7.372390362
368	7.369164078
369	7.357503305
370	7.349953395
371	7.341157116
372	7.33683429
373	7.324805254
374	7.300640521
375	7.295592514
376	7.264883522
377	7.251447371
378	7.239361442
379	7.228689453
380	7.22021987
381	7.209663485
382	7.206307726
383	7.195461094
384	7.186041513
385	7.1722341
386	7.146537005
387	7.124542642
388	7.102843803
389	7.071831058
390	7.047340249
391	7.042795993
392	7.028202123
393	7.019884433
394	7.010039443
395	7.000526587
396	6.988217182
397	6.982021766
398	6.939170613
399	6.931480098
400	6.916262707
401	6.913899734
402	6.90651038
403	6.896662123
404	6.876770842
405	6.866561369
406	6.854975043
407	6.826643799
408	6.824340993
409	6.811392237
410	6.781756978
411	6.740067139
412	6.710007303
413	6.703118565
414	6.684292968
415	6.676919424
416	6.665900741
417	6.64543588
418	6.627608097
419	6.59927113
420	6.57823308
421	6.574968869
422	6.559214203
423	6.533585864
424	6.513424698
425	6.484749228
426	6.481381033
427	6.474891507
428	6.453634462
429	6.44398328
430	6.432214051
431	6.425314478
432	6.405464542
433	6.373939781
434	6.365193218
435	6.355347506
436	6.332693802
437	6.321500137
438	6.290982225
439	6.269236427
440	6.238929817
441	6.219592909
442	6.192083708
443	6.167140985
444	6.161277976
445	6.158058769
446	6.135500428
447	6.125807324
448	6.108953082
449	6.092076982
450	6.086147861
451	6.050371205
452	6.02922882
453	6.023024481
454	6.014749257
455	5.996107897
456	5.99192144
457	5.979006653
458	5.954278413
459	5.939243612
460	5.929070579
461	5.8929755
462	5.886976567
463	5.86272242
464	5.839072508
465	5.836367661
466	5.828251568
467	5.822875962
468	5.799073761
469	5.785242737
470	5.7766128
471	5.752489044
472	5.725867185
473	5.703237757
474	5.692528285
475	5.688359688
476	5.682488428
477	5.650146627
478	5.646373052
479	5.626862124
480	5.623140015
481	5.619642388
482	5.616068738
483	5.607959296
484	5.601792838
485	5.593269037
486	5.589324466
487	5.569479014
488	5.557136816
489	5.54639576
490	5.538666063
491	5.519621609
492	5.500918001
493	5.496991205
494	5.485102635
495	5.464547548
496	5.459557256
497	5.455744567
498	5.433748317
499	5.430038924
500	5.416367456
501	5.41272699
502	5.409853585
503	5.401711373
504	5.395790053
505	5.393654662
506	5.374820227
507	5.37011618
508	5.366636905
509	5.346096897
510	5.341617999
511	5.321747844
512	5.305047611
513	5.297585705
514	5.267987557
515	5.264696262
516	5.243247079
517	5.240055399
518	5.225044873
519	5.222495261
520	5.203074608
521	5.192844945
522	5.175436641
523	5.173008577
524	5.151855498
525	5.137615415
526	5.122715094
527	5.105544471
528	5.101210941
529	5.097341535
530	5.08323624
531	5.06578237
532	5.0507978
533	5.032518376
534	5.028707089
535	5.001569149
536	4.998625395
537	4.996277833
538	4.993423231
539	4.97434223
540	4.960063224
541	4.955560317
542	4.95280335
543	4.950548939
544	4.936641331
545	4.92076827
546	4.918018938
547	4.915836866
548	4.893380747
549	4.877306553
550	4.861850702
551	4.859300879
552	4.843581515
553	4.829059119
554	4.824393349
555	4.807919635
556	4.792128473
557	4.784956018
558	4.780752844
559	4.76300166
560	4.749293026
561	4.736280949
562	4.718982501
563	4.716374296
564	4.695455282
565	4.675385825
566	4.672260075
567	4.66167255
568	4.64426418
569	4.638778612
570	4.635460055
571	4.619018082
572	4.606771332
573	4.603903455
574	4.601463429
575	4.599090862
576	4.584373186
577	4.570357309
578	4.550990497
579	4.539131518
580	4.533925809
581	4.529852444
582	4.523159431
583	4.518746615
584	4.502297816
585	4.487859793
586	4.475232079
587	4.459808565
588	4.45442646
589	4.44944669
590	4.447160248
591	4.431430664
592	4.416449172
593	4.414239333
594	4.411699109
595	4.398466472
596	4.396298045
597	4.394190066
598	4.377046733
599	4.363140709
600	4.351933602
601	4.349943403
602	4.346733047
603	4.332232341
604	4.31365414
605	4.299037509
606	4.285002623
607	4.275650898
608	4.271610885
609	4.261065886
610	4.243487796
611	4.240999102
612	4.22885124
613	4.220374611
614	4.21198994
615	4.19747799
616	4.192484874
617	4.183723062
618	4.18196538
619	4.177560374
620	4.164406842
621	4.159643744
622	4.155050778
623	4.152024476
624	4.147823022
625	4.134390707
626	4.132226303
627	4.129345663
628	4.115592527
629	4.109701597
630	4.106692839
631	4.10191121
632	4.093681707
633	4.082766453
634	4.080565495
635	4.078099261
636	4.062257075
637	4.05957809
638	4.0571963
639	4.043781516
640	4.032184609
641	4.01560593
642	4.012901176
643	4.011486477
644	4.010241519
645	4.007504609
646	3.991268985
647	3.989004988
648	3.977080268
649	3.969416631
650	3.968049596
651	3.957885831
652	3.949545434
653	3.937983671
654	3.935511548
655	3.92439703
656	3.916472264
657	3.915639555
658	3.898379394
659	3.890660534
660	3.889334764
661	3.887852097
662	3.885092464
663	3.879871841
664	3.868361687
665	3.859415728
666	3.856357914
667	3.847794137
668	3.836101116
669	3.828978591
670	3.819436884
671	3.811823109
672	3.810586048
673	3.793023409
674	3.782523162
675	3.770959724
676	3.764471412
677	3.763257521
678	3.754663379
679	3.743653576
680	3.736631997
681	3.731391379
682	3.722266423
683	3.708680856
684	3.706060687
685	3.697956367
686	3.691836007
687	3.677988513
688	3.676854336
689	3.665280079
690	3.654228392
691	3.636615605
692	3.631164089
693	3.625212075
694	3.618715894
695	3.616925356
696	3.61446175
697	3.613277442
698	3.605745411
699	3.599864421
700	3.594566398
701	3.584464279
702	3.581332297
703	3.566793165
704	3.554424286
705	3.553434923
706	3.551281404
707	3.543461344
708	3.538313948
709	3.517731033
710	3.514768429
711	3.510424873
712	3.501614234
713	3.500233979
714	3.490870897
715	3.48875758
716	3.482326669
717	3.473582549
718	3.471904979
719	3.471449497
720	3.461519298
721	3.452389241
722	3.443141635
723	3.434254292
724	3.430152078
725	3.425702065
726	3.418133359
727	3.402298663
728	3.394297549
729	3.389004486
730	3.386931962
731	3.37145778
732	3.366013585
733	3.358400965
734	3.350524309
735	3.343798912
736	3.341887774
737	3.337735158
738	3.334706529
739	3.326802112
740	3.315137054
741	3.308236087
742	3.306629254
743	3.296262871
744	3.287787074
745	3.282142893
746	3.279412579
747	3.271323934
748	3.266324928
749	3.258811772
750	3.257242237
751	3.252117488
752	3.23721795
753	3.222646313
754	3.221276636
755	3.215615706
756	3.211290855
757	3.195834244
758	3.18658169
759	3.180479404
760	3.166506748
761	3.15754775
762	3.143925098
763	3.137822654
764	3.132114073
765	3.130462513
766	3.12881448
767	3.120941037
768	3.109934056
769	3.108528773
770	3.102157311
771	3.091787723
772	3.083443988
773	3.081496754
774	3.078981796
775	3.076865122
776	3.065871363
777	3.062320748
778	3.056485513
779	3.046020891
780	3.038934872
781	3.025756546
782	3.021850238
783	3.014764704
784	3.003962326
785	2.99966056
786	2.992669277
787	2.985688287
788	2.974988473
789	2.973788013
790	2.964630235
791	2.961481661
792	2.952715525
793	2.948806536
794	2.943012735
795	2.926851485
796	2.926127856
797	2.913840184
798	2.904797124
799	2.898634178
800	2.892413371
801	2.883347792
802	2.874378198
803	2.868152695
804	2.867208541
805	2.854012794
806	2.844732605
807	2.829328776
808	2.824739065
809	2.815748339
810	2.807566884
811	2.80374624
812	2.800336026
813	2.795130031
814	2.790385114
815	2.78859467
816	2.784151729
817	2.780558437
818	2.773169816
819	2.764242673
820	2.76066519
821	2.758726708
822	2.753722162
823	2.746555824
824	2.740984294
825	2.732509919
826	2.728063881
827	2.727333282
828	2.717484055
829	2.717281049
830	2.716215472
831	2.711357916
832	2.70698135
833	2.700782863
834	2.695939168
835	2.69125368
836	2.686641168
837	2.678100614
838	2.671307169
839	2.664231544
840	2.659974043
841	2.652237461
842	2.645613312
843	2.642938436
844	2.635368586
845	2.627339011
846	2.620784081
847	2.619850154
848	2.617051036
849	2.613483286
850	2.606036261
851	2.599340437
852	2.592061909
853	2.586538287
854	2.582904529
855	2.578093414
856	2.573524859
857	2.572869702
858	2.567136005
859	2.564539025
860	2.560907826
861	2.556443854
862	2.553714802
863	2.547522089
864	2.546512169
865	2.543095223
866	2.539876584
867	2.538755062
868	2.531348066
869	2.525378931
870	2.513916933
871	2.511341897
872	2.506501277
873	2.500854902
874	2.495468307
875	2.488687424
876	2.484678424
877	2.478860526
878	2.469838908
879	2.467299846
880	2.464185627
881	2.462426678
882	2.460194231
883	2.455975069
884	2.452337319
885	2.449355302
886	2.442492772
887	2.433816725
888	2.430502354
889	2.420863634
890	2.41852084
891	2.414877587
892	2.41051159
893	2.402228359
894	2.397345372
895	2.391830203
896	2.389506951
897	2.385097085
898	2.382885405
899	2.379181614
900	2.374787647
901	2.366085746
902	2.359784322
903	2.358295065
904	2.353226017
905	2.349727796
906	2.341845762
907	2.340440798
908	2.332878079
909	2.329216121
910	2.326391036
911	2.31879532
912	2.317273617
913	2.311609015
914	2.308435396
915	2.304770839
916	2.300525797
917	2.293147126
918	2.289870638
919	2.287899302
920	2.284515209
921	2.282640511
922	2.278948449
923	2.276187553
924	2.272577851
925	2.26854701
926	2.2642866
927	2.261164004
928	2.254553081
929	2.248457055
930	2.246480466
931	2.245087199
932	2.237877902
933	2.235235434
934	2.23286028
935	2.230200539
936	2.228790221
937	2.225371066
938	2.221174221
939	2.218937862
940	2.211292498
941	2.210586333
942	2.209574861
943	2.20461462
944	2.200755841
945	2.199384843
946	2.194183129
947	2.192984519
948	2.185205693
949	2.182002013
950	2.179281138
951	2.17393806
952	2.167477382
953	2.163301004
954	2.160564545
955	2.158155455
956	2.155810152
957	2.151425852
958	2.148963822
959	2.144159151
960	2.140933085
961	2.139523224
962	2.138388228
963	2.137012869
964	2.135938076
965	2.133618508
966	2.129275201
967	2.128071776
968	2.125324811
969	2.115493507
970	2.109945557
971	2.108586541
972	2.101885912
973	2.100819801
974	2.0979935
975	2.097234134
976	2.089748921
977	2.085873721
978	2.083430001
979	2.082288882
980	2.077271243
981	2.076168204
982	2.072414902
983	2.06783059
984	2.06552338
985	2.063039328
986	2.06032984
987	2.05926913
988	2.058834471
989	2.052390289
990	2.051353915
991	2.050432119
992	2.046606897
993	2.046005745
994	2.040874279
995	2.040355545
996	2.038490528
997	2.029456446
998	2.027780819
999	2.025303653
